install_id,test_id,test_name,variant,variant_label,install_date,channel,device_os,cpi_zar,ltv_zar,retention_d1,retention_d7,retention_d30,booked_in_app
AB3_002203,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-27,Google UAC,android,26.39,3761.36,0.469,0.439,0.29,False
AB3_002204,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-05,Meta Ads,ios,18.72,1974.07,0.406,0.285,0.205,False
AB3_002205,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-26,TikTok Ads,ios,17.0,1037.81,0.366,0.31,0.243,False
AB3_002206,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-25,TikTok Ads,android,23.81,1629.8,0.372,0.372,0.174,False
AB3_002207,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-01,TikTok Ads,ios,14.21,1117.59,0.469,0.323,0.234,False
AB3_002208,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-15,Meta Ads,android,27.14,1316.59,0.234,0.199,0.206,False
AB3_002209,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-20,Meta Ads,android,22.23,2090.57,0.472,0.238,0.269,False
AB3_002210,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-10,TikTok Ads,android,25.04,2700.8,0.34,0.24,0.194,False
AB3_002211,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-19,Meta Ads,android,16.44,2537.49,0.484,0.356,0.341,False
AB3_002212,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-27,Meta Ads,android,24.94,2580.32,0.407,0.214,0.159,False
AB3_002213,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-03,Meta Ads,ios,13.82,2074.09,0.589,0.297,0.168,False
AB3_002214,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-15,Meta Ads,android,26.6,2072.66,0.395,0.31,0.2,False
AB3_002215,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-14,Meta Ads,android,19.78,2964.3,0.488,0.366,0.248,False
AB3_002216,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-15,Google UAC,ios,27.7,1694.93,0.405,0.23,0.175,False
AB3_002217,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-17,TikTok Ads,ios,25.79,2309.98,0.559,0.273,0.288,False
AB3_002218,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-18,Google UAC,ios,19.24,3038.9,0.454,0.295,0.186,False
AB3_002219,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-07,Meta Ads,android,25.76,2648.74,0.513,0.327,0.15,False
AB3_002220,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-27,Google UAC,android,28.72,413.55,0.424,0.286,0.22,True
AB3_002221,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-29,Meta Ads,ios,15.75,2073.64,0.447,0.324,0.28,False
AB3_002222,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-23,Meta Ads,ios,27.92,2279.07,0.364,0.279,0.197,False
AB3_002223,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-24,Meta Ads,ios,22.8,1493.43,0.457,0.335,0.24,False
AB3_002224,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-22,Meta Ads,android,24.84,134.38,0.395,0.25,0.216,False
AB3_002225,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-03,Google UAC,android,19.71,1991.18,0.518,0.367,0.271,True
AB3_002226,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-10,Google UAC,android,23.21,1851.14,0.323,0.21,0.104,False
AB3_002227,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-04,Meta Ads,ios,19.63,2445.6,0.555,0.293,0.287,False
AB3_002228,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-01,TikTok Ads,android,18.93,2025.24,0.376,0.316,0.191,False
AB3_002229,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-14,Meta Ads,ios,17.17,1736.04,0.482,0.371,0.245,False
AB3_002230,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-11,Google UAC,android,27.6,1547.42,0.409,0.185,0.21,False
AB3_002231,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-16,Meta Ads,android,12.7,3317.42,0.513,0.447,0.285,False
AB3_002232,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-21,Google UAC,ios,22.47,2181.32,0.289,0.335,0.175,False
AB3_002233,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-16,Meta Ads,android,22.87,2044.61,0.466,0.383,0.206,False
AB3_002234,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-21,Meta Ads,ios,22.02,1920.8,0.456,0.243,0.123,False
AB3_002235,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-16,Meta Ads,android,18.81,2721.63,0.549,0.34,0.216,False
AB3_002236,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-09,Google UAC,ios,27.02,1221.99,0.431,0.243,0.117,False
AB3_002237,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-15,Meta Ads,android,18.6,2705.52,0.495,0.366,0.185,True
AB3_002238,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-03,Meta Ads,ios,30.58,1734.02,0.464,0.228,0.222,False
AB3_002239,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-29,Meta Ads,ios,19.45,1324.04,0.436,0.314,0.228,False
AB3_002240,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-10,TikTok Ads,android,30.51,838.22,0.349,0.273,0.2,False
AB3_002241,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-12,Meta Ads,android,16.2,1754.04,0.496,0.355,0.281,False
AB3_002242,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-26,Google UAC,android,23.03,2616.11,0.381,0.276,0.223,False
AB3_002243,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-10,Meta Ads,android,20.99,1523.06,0.528,0.372,0.262,False
AB3_002244,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-05,Meta Ads,android,27.36,2579.94,0.548,0.286,0.161,False
AB3_002245,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-21,TikTok Ads,ios,17.82,3166.29,0.516,0.361,0.299,False
AB3_002246,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-26,Google UAC,ios,26.21,2162.94,0.443,0.305,0.116,False
AB3_002247,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-11,Meta Ads,ios,18.66,2292.79,0.484,0.345,0.195,False
AB3_002248,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-27,Meta Ads,ios,26.1,2639.86,0.464,0.262,0.148,False
AB3_002249,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-21,Google UAC,ios,18.61,1944.78,0.449,0.318,0.263,False
AB3_002250,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-18,Meta Ads,ios,22.3,2085.24,0.497,0.271,0.183,False
AB3_002251,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-18,Meta Ads,android,16.31,3057.88,0.5,0.328,0.193,False
AB3_002252,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-20,Meta Ads,ios,25.9,1808.4,0.505,0.335,0.127,False
AB3_002253,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-31,Google UAC,android,12.65,2619.25,0.473,0.334,0.288,False
AB3_002254,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-17,Meta Ads,android,24.9,2154.13,0.34,0.301,0.199,False
AB3_002255,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-24,Google UAC,ios,20.77,2496.9,0.536,0.344,0.259,False
AB3_002256,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-11,Google UAC,ios,24.0,3193.8,0.577,0.281,0.26,False
AB3_002257,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-07,Meta Ads,android,26.44,1702.77,0.59,0.374,0.23,False
AB3_002258,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-23,Meta Ads,ios,27.87,1669.86,0.46,0.305,0.194,False
AB3_002259,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-19,TikTok Ads,android,17.3,2742.4,0.558,0.346,0.252,False
AB3_002260,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-04,Meta Ads,android,20.36,1725.6,0.494,0.256,0.155,False
AB3_002261,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-10,TikTok Ads,android,11.74,3167.4,0.549,0.364,0.182,False
AB3_002262,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-03,Meta Ads,android,26.66,1482.61,0.352,0.214,0.2,False
AB3_002263,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-04,Meta Ads,android,16.28,975.82,0.521,0.351,0.277,False
AB3_002264,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,Meta Ads,ios,20.62,1478.02,0.401,0.239,0.235,False
AB3_002265,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-27,Google UAC,ios,16.18,1900.21,0.496,0.276,0.229,False
AB3_002266,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-15,Meta Ads,android,22.08,1842.84,0.477,0.337,0.142,False
AB3_002267,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-30,Meta Ads,ios,23.19,3147.13,0.413,0.319,0.248,False
AB3_002268,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-07,Google UAC,android,21.82,2519.82,0.436,0.364,0.204,False
AB3_002269,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-16,TikTok Ads,android,20.75,1558.99,0.508,0.308,0.241,True
AB3_002270,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-08,Meta Ads,android,26.27,1844.29,0.299,0.322,0.223,False
AB3_002271,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-05,TikTok Ads,android,21.63,2518.45,0.53,0.302,0.226,False
AB3_002272,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,TikTok Ads,ios,27.07,662.88,0.376,0.329,0.168,False
AB3_002273,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-07,Meta Ads,ios,26.21,2441.27,0.545,0.352,0.216,False
AB3_002274,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-18,Google UAC,android,20.86,2131.13,0.432,0.264,0.148,False
AB3_002275,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-15,Google UAC,ios,17.53,3390.42,0.582,0.339,0.229,False
AB3_002276,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-15,Google UAC,ios,32.47,2627.38,0.498,0.277,0.172,False
AB3_002277,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-15,Google UAC,ios,19.69,2877.49,0.488,0.338,0.319,False
AB3_002278,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-25,Meta Ads,android,22.34,1881.78,0.518,0.329,0.134,False
AB3_002279,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-15,Meta Ads,android,16.34,1499.16,0.467,0.334,0.233,False
AB3_002280,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-20,Meta Ads,android,25.05,2569.93,0.511,0.323,0.212,False
AB3_002281,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-25,Google UAC,ios,15.48,2117.25,0.546,0.25,0.251,False
AB3_002282,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-25,Meta Ads,ios,27.87,1364.54,0.514,0.31,0.183,False
AB3_002283,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-07,Google UAC,android,16.72,2440.58,0.496,0.311,0.255,False
AB3_002284,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-03,Google UAC,ios,26.51,1552.2,0.477,0.316,0.22,False
AB3_002285,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-14,TikTok Ads,ios,18.98,3849.56,0.468,0.328,0.182,False
AB3_002286,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-13,Meta Ads,android,23.31,1127.02,0.499,0.365,0.186,False
AB3_002287,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-02,Meta Ads,android,22.73,995.27,0.489,0.31,0.262,False
AB3_002288,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-02,Meta Ads,android,36.02,2650.48,0.413,0.283,0.15,False
AB3_002289,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-06,Google UAC,ios,15.86,2399.44,0.566,0.303,0.208,False
AB3_002290,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-22,Meta Ads,ios,37.65,1852.56,0.426,0.31,0.197,False
AB3_002291,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-09,Google UAC,ios,14.43,2949.57,0.525,0.287,0.291,False
AB3_002292,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-20,TikTok Ads,android,20.88,2349.85,0.406,0.254,0.247,False
AB3_002293,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-03,Google UAC,android,19.95,2765.12,0.568,0.405,0.189,False
AB3_002294,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-18,Meta Ads,ios,23.36,913.48,0.392,0.21,0.19,False
AB3_002295,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-05,Google UAC,android,23.9,2978.65,0.491,0.377,0.23,False
AB3_002296,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-20,Meta Ads,ios,26.44,1138.62,0.385,0.27,0.252,False
AB3_002297,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-11,Google UAC,android,18.2,2745.78,0.48,0.353,0.317,False
AB3_002298,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-12,TikTok Ads,android,13.45,1911.83,0.442,0.279,0.07,False
AB3_002299,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-25,Google UAC,android,14.46,2072.16,0.47,0.367,0.273,False
AB3_002300,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-15,Meta Ads,android,31.62,2831.98,0.474,0.331,0.123,False
AB3_002301,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-15,Google UAC,android,17.57,1891.44,0.49,0.345,0.236,False
AB3_002302,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-03,Meta Ads,ios,29.64,1826.7,0.498,0.321,0.244,False
AB3_002303,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-02,TikTok Ads,android,8.34,2885.13,0.535,0.307,0.227,True
AB3_002304,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-29,TikTok Ads,android,21.74,894.82,0.425,0.301,0.219,False
AB3_002305,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-27,Meta Ads,ios,23.7,2851.28,0.468,0.407,0.326,False
AB3_002306,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-13,TikTok Ads,ios,16.17,2138.16,0.474,0.266,0.172,False
AB3_002307,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-25,TikTok Ads,ios,15.88,2225.5,0.526,0.287,0.215,False
AB3_002308,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-17,Meta Ads,ios,23.91,2135.03,0.431,0.259,0.253,False
AB3_002309,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-27,Google UAC,android,18.84,2060.55,0.475,0.286,0.205,False
AB3_002310,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-02,TikTok Ads,ios,20.91,2324.43,0.461,0.301,0.113,False
AB3_002311,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-07,Meta Ads,android,20.59,2791.47,0.44,0.283,0.191,False
AB3_002312,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-19,Meta Ads,ios,27.49,2248.85,0.441,0.262,0.209,False
AB3_002313,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-22,Google UAC,android,22.0,2100.24,0.458,0.365,0.273,False
AB3_002314,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-02,TikTok Ads,android,20.52,1715.24,0.406,0.288,0.257,False
AB3_002315,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-20,Meta Ads,ios,25.46,2316.45,0.444,0.392,0.235,False
AB3_002316,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-07,Google UAC,ios,24.51,1986.77,0.462,0.315,0.206,False
AB3_002317,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-17,Google UAC,ios,18.87,1616.82,0.414,0.305,0.231,False
AB3_002318,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-09,Google UAC,ios,28.55,2413.58,0.565,0.239,0.158,False
AB3_002319,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-23,TikTok Ads,android,14.94,1574.49,0.47,0.291,0.159,False
AB3_002320,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-12,Google UAC,android,21.11,3361.88,0.362,0.311,0.195,False
AB3_002321,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-29,TikTok Ads,android,18.19,2540.0,0.46,0.325,0.263,False
AB3_002322,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-09,Meta Ads,android,18.72,1430.1,0.39,0.306,0.169,False
AB3_002323,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-29,Google UAC,ios,24.95,1205.69,0.482,0.393,0.298,False
AB3_002324,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-18,Google UAC,android,28.83,1034.6,0.391,0.299,0.242,False
AB3_002325,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-08,TikTok Ads,android,15.86,1731.82,0.458,0.345,0.272,True
AB3_002326,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-11,Meta Ads,android,24.81,2508.02,0.587,0.256,0.109,False
AB3_002327,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-14,TikTok Ads,ios,16.57,1680.24,0.482,0.325,0.305,False
AB3_002328,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-03,Meta Ads,ios,27.46,1444.07,0.432,0.232,0.182,False
AB3_002329,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-20,Meta Ads,ios,16.28,1452.46,0.526,0.354,0.27,True
AB3_002330,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-24,Google UAC,ios,24.86,2093.94,0.399,0.308,0.199,False
AB3_002331,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-05,TikTok Ads,android,24.25,2882.5,0.469,0.42,0.238,False
AB3_002332,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-06,Google UAC,android,24.1,1782.76,0.415,0.312,0.223,False
AB3_002333,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-04,Meta Ads,android,18.64,2297.26,0.47,0.342,0.259,False
AB3_002334,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-05,TikTok Ads,android,23.67,1880.22,0.496,0.29,0.154,False
AB3_002335,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-18,Meta Ads,ios,12.28,2142.12,0.435,0.364,0.22,False
AB3_002336,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-31,Google UAC,android,20.33,1127.94,0.368,0.276,0.194,False
AB3_002337,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-04,Meta Ads,android,18.78,2205.07,0.531,0.338,0.189,False
AB3_002338,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-05,Meta Ads,android,27.57,2203.25,0.451,0.286,0.223,False
AB3_002339,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-16,Meta Ads,android,19.2,2110.5,0.52,0.295,0.134,False
AB3_002340,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-19,Google UAC,ios,21.0,339.08,0.313,0.304,0.18,False
AB3_002341,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-26,Google UAC,ios,15.54,2514.39,0.535,0.264,0.261,False
AB3_002342,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-17,Meta Ads,ios,32.99,294.9,0.436,0.268,0.176,False
AB3_002343,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-20,Meta Ads,ios,20.8,2489.29,0.424,0.306,0.178,False
AB3_002344,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-24,Google UAC,ios,25.58,1653.19,0.401,0.278,0.189,False
AB3_002345,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-24,Meta Ads,android,15.92,2926.78,0.465,0.372,0.237,True
AB3_002346,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-14,Meta Ads,android,21.48,1131.84,0.322,0.279,0.238,False
AB3_002347,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-27,Google UAC,android,19.51,2084.93,0.504,0.376,0.188,False
AB3_002348,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-03,TikTok Ads,ios,22.17,1970.77,0.411,0.245,0.228,False
AB3_002349,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-10,Meta Ads,android,19.62,2257.43,0.478,0.321,0.236,False
AB3_002350,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-26,Google UAC,ios,28.4,1092.07,0.415,0.314,0.147,False
AB3_002351,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-09,Meta Ads,ios,20.03,2095.21,0.515,0.305,0.292,False
AB3_002352,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-09,Meta Ads,ios,30.37,1145.35,0.462,0.325,0.129,False
AB3_002353,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-30,Google UAC,android,23.7,2546.66,0.52,0.311,0.226,False
AB3_002354,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-30,TikTok Ads,android,21.43,1839.39,0.455,0.318,0.198,False
AB3_002355,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-13,Google UAC,android,19.2,2221.65,0.495,0.361,0.223,False
